item,itemLabel,cityLabel
http://www.wikidata.org/entity/Q34713102,客子厝排水溝,
http://www.wikidata.org/entity/Q34731022,洛麟埤導水線,
http://www.wikidata.org/entity/Q15908452,白冷圳,
http://www.wikidata.org/entity/Q15940156,道將圳,
http://www.wikidata.org/entity/Q34737417,前鎮運河,高雄市
http://www.wikidata.org/entity/Q34702347,大義崙大排水溝,
http://www.wikidata.org/entity/Q34709296,後龍圳幹線,
http://www.wikidata.org/entity/Q34711655,嘉南大圳濁水幹線,
http://www.wikidata.org/entity/Q34711721,九張犂圳,
http://www.wikidata.org/entity/Q34730841,鹿草排水線,
http://www.wikidata.org/entity/Q34731007,龍巖支線,
http://www.wikidata.org/entity/Q34731016,崙腳排水溝,
http://www.wikidata.org/entity/Q34737459,清水大排水溝,
http://www.wikidata.org/entity/Q17164594,卑南大圳,
http://www.wikidata.org/entity/Q17164606,吉安圳,
http://www.wikidata.org/entity/Q10892050,八堡圳,
http://www.wikidata.org/entity/Q49243075,箔子寮排水溝,
http://www.wikidata.org/entity/Q19851927,利吉圳,
http://www.wikidata.org/entity/Q34697118,隘寮溪排水溝,
http://www.wikidata.org/entity/Q34697125,隘寮圳,
http://www.wikidata.org/entity/Q34702132,大陂圳第一支線,
http://www.wikidata.org/entity/Q34702137,大陂圳幹線,
http://www.wikidata.org/entity/Q34709413,環溝埤幹線,
http://www.wikidata.org/entity/Q34711603,嘉南大圳北幹線,
http://www.wikidata.org/entity/Q34711610,嘉南大圳北幹線,
http://www.wikidata.org/entity/Q34711619,嘉南大圳南幹支線,
http://www.wikidata.org/entity/Q34711687,街尾圳,
http://www.wikidata.org/entity/Q34711698,菁寮大排水,
http://www.wikidata.org/entity/Q34711707,舊港圳,
http://www.wikidata.org/entity/Q34730220,六股排水支線,
http://www.wikidata.org/entity/Q34702013,大寮圳導幹線,高雄市
http://www.wikidata.org/entity/Q49245014,莿桐埤圳,
http://www.wikidata.org/entity/Q19852241,大坡圳,
http://www.wikidata.org/entity/Q19853616,萬安圳,
http://www.wikidata.org/entity/Q21041607,後村圳,
http://www.wikidata.org/entity/Q49241635,八寶圳,
http://www.wikidata.org/entity/Q34697972,安慶圳導分線,
http://www.wikidata.org/entity/Q34701901,大肚溪大排,
http://www.wikidata.org/entity/Q34709469,惠來厝排水,
http://www.wikidata.org/entity/Q34711614,嘉南大圳導水線,
http://www.wikidata.org/entity/Q34711624,嘉南大圳南幹線,
http://www.wikidata.org/entity/Q34711634,嘉南大圳善化支線,
http://www.wikidata.org/entity/Q18657626,石山圳,臺東市
http://www.wikidata.org/entity/Q49244784,車城埤幹線,
http://www.wikidata.org/entity/Q49244920,崇蘭舊圳,
http://www.wikidata.org/entity/Q49250047,龜子港分線,
http://www.wikidata.org/entity/Q34698034,阿勸大排水溝,
http://www.wikidata.org/entity/Q34702078,打那岸排水,
http://www.wikidata.org/entity/Q34702129,大陂圳第二支線,
http://www.wikidata.org/entity/Q34702363,大竹排水溝,
http://www.wikidata.org/entity/Q34703500,汀甫圳,
http://www.wikidata.org/entity/Q34709591,火燒支圳,
http://www.wikidata.org/entity/Q34711726,欍子埔分線,
http://www.wikidata.org/entity/Q49267433,山腳大排水,
http://www.wikidata.org/entity/Q49270676,王爺宮大排,
http://www.wikidata.org/entity/Q49271807,五結排水支線,
http://www.wikidata.org/entity/Q49271809,武暖大排,
http://www.wikidata.org/entity/Q49271821,五座屋圳,
http://www.wikidata.org/entity/Q48978120,長濱大圳導水隧道,
http://www.wikidata.org/entity/Q49248944,高朗水圳第五支線,
http://www.wikidata.org/entity/Q49250390,海豐圳,
http://www.wikidata.org/entity/Q34747700,新園圳排水溝,高雄市
http://www.wikidata.org/entity/Q49260881,林園大排水溝,高雄市
http://www.wikidata.org/entity/Q49260883,林園中排水溝,高雄市
http://www.wikidata.org/entity/Q34741080,Q34741080,
http://www.wikidata.org/entity/Q34744704,Q34744704,
http://www.wikidata.org/entity/Q34747578,Q34747578,
http://www.wikidata.org/entity/Q34748464,Q34748464,
http://www.wikidata.org/entity/Q34747709,新庄大排水,
http://www.wikidata.org/entity/Q34747787,鴨毋港排水溝,
http://www.wikidata.org/entity/Q49267431,上平排水溝仔寮圳,高雄市
http://www.wikidata.org/entity/Q34742379,砂港排水,
http://www.wikidata.org/entity/Q34747552,下茄苳排水溝,
http://www.wikidata.org/entity/Q34747595,溪口大排水溝,
http://www.wikidata.org/entity/Q34748420,中車路圳,
http://www.wikidata.org/entity/Q34747838,鹽水港圳,高雄市
http://www.wikidata.org/entity/Q49264386,Q49264386,
http://www.wikidata.org/entity/Q49270675,Q49270675,
http://www.wikidata.org/entity/Q49270681,Q49270681,
http://www.wikidata.org/entity/Q34747546,下廍排水溝,
http://www.wikidata.org/entity/Q34747637,新港寮圳,
http://www.wikidata.org/entity/Q34747645,興泉圳,
http://www.wikidata.org/entity/Q34747718,新庄子分線,
http://www.wikidata.org/entity/Q34748043,員林大排水,
http://www.wikidata.org/entity/Q34748050,員林大排水,
http://www.wikidata.org/entity/Q34748437,竹筏港溪,
http://www.wikidata.org/entity/Q34748446,濁水圳,
http://www.wikidata.org/entity/Q49250874,荷苞嶼排水線,
http://www.wikidata.org/entity/Q49251059,和溪厝圳,
http://www.wikidata.org/entity/Q49262600,美福排水線,
http://www.wikidata.org/entity/Q49267648,十七大排,
http://www.wikidata.org/entity/Q49267711,水尾子大排,
http://www.wikidata.org/entity/Q49271819,五中排排水,
http://www.wikidata.org/entity/Q49267619,石門大圳,
http://www.wikidata.org/entity/Q34745135,頭港線,
http://www.wikidata.org/entity/Q34747569,下茄苳支線,
http://www.wikidata.org/entity/Q34747603,新東第二支圳,
http://www.wikidata.org/entity/Q34747663,新埤大排,
http://www.wikidata.org/entity/Q34748169,在來大排水溝,
http://www.wikidata.org/entity/Q34748428,中港大排,
http://www.wikidata.org/entity/Q49250388,海豐排水線,
http://www.wikidata.org/entity/Q49268958,蘇和源排水,
http://www.wikidata.org/entity/Q49267662,獅子頭圳第二幹線,高雄市
http://www.wikidata.org/entity/Q34747796,鴨母寮排水溝,
http://www.wikidata.org/entity/Q34747830,鹽寮線,
http://www.wikidata.org/entity/Q49250610,蚶子寮分線,
http://www.wikidata.org/entity/Q49260835,林厝寮排水,
http://www.wikidata.org/entity/Q49264029,南勢大排水溝,
http://www.wikidata.org/entity/Q49267609,十份坑,
http://www.wikidata.org/entity/Q49267707,雙溪口大排水,
http://www.wikidata.org/entity/Q49267875,四結排水支線,
http://www.wikidata.org/entity/Q49269351,桃園大圳第一支線,
http://www.wikidata.org/entity/Q49271806,五結排水幹線,
http://www.wikidata.org/entity/Q49271805,五股排水,
http://www.wikidata.org/entity/Q49271815,烏樹林排水缐,
http://www.wikidata.org/entity/Q49271877,下埔排水線,
http://www.wikidata.org/entity/Q34745173,頭前溪第二排水,
http://www.wikidata.org/entity/Q34747612,新東第三支線,
http://www.wikidata.org/entity/Q34747621,新東第四支線,
http://www.wikidata.org/entity/Q34747629,新東第一支圳,
http://www.wikidata.org/entity/Q34747672,新埤排水,
http://www.wikidata.org/entity/Q34747681,新埤排水,
http://www.wikidata.org/entity/Q34747814,鹽埔圳幹水線,
http://www.wikidata.org/entity/Q34747846,延潭大排水,
http://www.wikidata.org/entity/Q34748020,有才寮排水溝,
http://www.wikidata.org/entity/Q34748075,月眉大排水溝,
http://www.wikidata.org/entity/Q34748083,月眉二圳,
http://www.wikidata.org/entity/Q49248256,豐源圳幹缐,
http://www.wikidata.org/entity/Q49261637,馬公厝大排水溝,
http://www.wikidata.org/entity/Q49263116,明德水庫幹線,
http://www.wikidata.org/entity/Q49267604,施厝寮大排水溝,
http://www.wikidata.org/entity/Q49267714,水尾仔圳,
http://www.wikidata.org/entity/Q49268928,蒜頭支線,
http://www.wikidata.org/entity/Q49269350,桃園大圳,
http://www.wikidata.org/entity/Q34745182,頭前溪排水缐,
http://www.wikidata.org/entity/Q34747585,西溝尾圳,
http://www.wikidata.org/entity/Q34747655,新海豐圳,
http://www.wikidata.org/entity/Q48978260,頭水隧道,
http://www.wikidata.org/entity/Q49248732,福馬圳,
http://www.wikidata.org/entity/Q49250406,海尾排水,
http://www.wikidata.org/entity/Q49260861,林鳳營支線,
http://www.wikidata.org/entity/Q49264024,南大圳幹線,
http://www.wikidata.org/entity/Q49267436,山仔腳大排水溝,
http://www.wikidata.org/entity/Q49268281,松仔腳排水,
http://www.wikidata.org/entity/Q49269262,臺南運河,
http://www.wikidata.org/entity/Q49270577,外埔大排,
http://www.wikidata.org/entity/Q34740981,三塊厝排水,
http://www.wikidata.org/entity/Q34742388,砂岡圳,
http://www.wikidata.org/entity/Q34747560,下茄苳排水線,
http://www.wikidata.org/entity/Q34747692,新市排水線,
http://www.wikidata.org/entity/Q34748455,竹興坑排水,
http://www.wikidata.org/entity/Q48978123,大埔圳第一號暗管,
http://www.wikidata.org/entity/Q49248108,番雅排水溝,
http://www.wikidata.org/entity/Q49258999,老埤支圳,
http://www.wikidata.org/entity/Q49260685,冷水坑排水,
http://www.wikidata.org/entity/Q49261639,馬公厝支線,
http://www.wikidata.org/entity/Q49263171,民雄大排水,
http://www.wikidata.org/entity/Q49264149,内埔子圳幹線,
http://www.wikidata.org/entity/Q49264280,蔦松大排,
http://www.wikidata.org/entity/Q49267606,施厝寮分線,
http://www.wikidata.org/entity/Q49270679,萬興排水溝,
http://www.wikidata.org/entity/Q34748058,圓潭農場支線,高雄市
http://www.wikidata.org/entity/Q48978122,大埔圳第二號暗管,
http://www.wikidata.org/entity/Q49248258,粉寮大排水溝,
