item,itemLabel
http://www.wikidata.org/entity/Q11103213,東埔蚋溪
http://www.wikidata.org/entity/Q10887532,保力溪
http://www.wikidata.org/entity/Q10864811,七里溪
http://www.wikidata.org/entity/Q10875824,中港溪
http://www.wikidata.org/entity/Q10902896,北峰溪
http://www.wikidata.org/entity/Q10929740,城埔溪
http://www.wikidata.org/entity/Q10935439,大德溪
http://www.wikidata.org/entity/Q10936565,大溪川
http://www.wikidata.org/entity/Q10938056,大豹溪
http://www.wikidata.org/entity/Q10938249,大里溪
http://www.wikidata.org/entity/Q11038144,尖山腳溪
http://www.wikidata.org/entity/Q11081953,新城溪
http://www.wikidata.org/entity/Q11082350,新屋溪
http://www.wikidata.org/entity/Q11083246,新港溪
http://www.wikidata.org/entity/Q11084280,新虎尾溪
http://www.wikidata.org/entity/Q11087132,旱溪
http://www.wikidata.org/entity/Q10865740,三姓溪
http://www.wikidata.org/entity/Q10882095,五股坑溪
http://www.wikidata.org/entity/Q16929072,深澳坑溪
http://www.wikidata.org/entity/Q16929328,裡冷溪
http://www.wikidata.org/entity/Q16929180,竿蓁林溪
http://www.wikidata.org/entity/Q16929276,興仁溪
http://www.wikidata.org/entity/Q16929280,芊蓁林溪
http://www.wikidata.org/entity/Q16929357,貴子坑溪
http://www.wikidata.org/entity/Q16929506,鶯歌溪
http://www.wikidata.org/entity/Q17023838,宇內溪
http://www.wikidata.org/entity/Q17025425,新街溪
http://www.wikidata.org/entity/Q17040733,真柄溪
http://www.wikidata.org/entity/Q17040899,知本溪
http://www.wikidata.org/entity/Q17194226,茄苳溪
http://www.wikidata.org/entity/Q16926819,菁礜溪
http://www.wikidata.org/entity/Q16929083,溫寮溪
http://www.wikidata.org/entity/Q16929392,金瓜寮溪
http://www.wikidata.org/entity/Q17023487,啞口坑溪
http://www.wikidata.org/entity/Q17026280,郡大溪
http://www.wikidata.org/entity/Q17029967,長濱溪
http://www.wikidata.org/entity/Q17030150,苑裡溪
http://www.wikidata.org/entity/Q17036000,薯寮溪
http://www.wikidata.org/entity/Q17038652,里仁溪
http://www.wikidata.org/entity/Q17038898,石盤溪
http://www.wikidata.org/entity/Q17039258,白鮑溪
http://www.wikidata.org/entity/Q17032770,馬霍拉斯溪
http://www.wikidata.org/entity/Q16926942,指南溪
http://www.wikidata.org/entity/Q16928941,後洲溪
http://www.wikidata.org/entity/Q16929447,青潭溪
http://www.wikidata.org/entity/Q16929515,𫙮魚坑溪
http://www.wikidata.org/entity/Q17025918,美崙溪
http://www.wikidata.org/entity/Q17030365,港子溪
http://www.wikidata.org/entity/Q17030423,苦仔坑溪
http://www.wikidata.org/entity/Q17038326,都威溪
http://www.wikidata.org/entity/Q17039840,金崙溪
http://www.wikidata.org/entity/Q16929123,瑪鋉溪
http://www.wikidata.org/entity/Q16929454,食水嵙溪
http://www.wikidata.org/entity/Q17012855,三民溪
http://www.wikidata.org/entity/Q17030337,港口溪
http://www.wikidata.org/entity/Q17031303,竹湖溪
http://www.wikidata.org/entity/Q16929341,觀音坑溪
http://www.wikidata.org/entity/Q17023655,大武崙溪
http://www.wikidata.org/entity/Q17026985,都蘭溪
http://www.wikidata.org/entity/Q17028454,水碓窠溪
http://www.wikidata.org/entity/Q17036506,鹿港溪
http://www.wikidata.org/entity/Q17036682,牡丹溪
http://www.wikidata.org/entity/Q17059768,達仁溪
http://www.wikidata.org/entity/Q17059796,豐濱溪
http://www.wikidata.org/entity/Q17164613,安農溪
http://www.wikidata.org/entity/Q17033984,羊寮溪
http://www.wikidata.org/entity/Q16929154,磺溪
http://www.wikidata.org/entity/Q16929153,石門溪
http://www.wikidata.org/entity/Q16929164,禮門溪
http://www.wikidata.org/entity/Q16929285,茄苳溪
http://www.wikidata.org/entity/Q16929288,草濫溪
http://www.wikidata.org/entity/Q17059229,通霄溪
http://www.wikidata.org/entity/Q17059788,薩克亞金溪
http://www.wikidata.org/entity/Q17025296,打鐵坑溪
http://www.wikidata.org/entity/Q17028031,霧社溪
http://www.wikidata.org/entity/Q16929211,老梅溪
http://www.wikidata.org/entity/Q17028268,良里溪
http://www.wikidata.org/entity/Q17030442,頂寮溪
http://www.wikidata.org/entity/Q17039533,烏萬溪
http://www.wikidata.org/entity/Q17040634,率芒溪
http://www.wikidata.org/entity/Q17059245,觀音溪
http://www.wikidata.org/entity/Q16929162,福安坑溪
http://www.wikidata.org/entity/Q16929190,紅水仙溪
http://www.wikidata.org/entity/Q16929381,鄉長溪
http://www.wikidata.org/entity/Q17023927,富家溪
http://www.wikidata.org/entity/Q17030369,韮菜坑溪
http://www.wikidata.org/entity/Q17032292,紅葉溪
http://www.wikidata.org/entity/Q17041113,石公溪
http://www.wikidata.org/entity/Q15907857,大武郡溪
http://www.wikidata.org/entity/Q15913942,老街溪
http://www.wikidata.org/entity/Q9404998,內厝溪
http://www.wikidata.org/entity/Q15915070,柴頭港溪
http://www.wikidata.org/entity/Q15945013,眉溪
http://www.wikidata.org/entity/Q3742440,豐坪溪
http://www.wikidata.org/entity/Q10443358,磺港溪
http://www.wikidata.org/entity/Q11121785,樹梅坑溪
http://www.wikidata.org/entity/Q18111310,四分溪
http://www.wikidata.org/entity/Q5434432,番仔寮溪
http://www.wikidata.org/entity/Q6374222,卡社溪
http://www.wikidata.org/entity/Q697957,愛河
http://www.wikidata.org/entity/Q7419001,三峽河
http://www.wikidata.org/entity/Q7502643,壽豐溪
http://www.wikidata.org/entity/Q2052526,濁口溪
http://www.wikidata.org/entity/Q9383929,下寮溪
http://www.wikidata.org/entity/Q15914374,磺溪
http://www.wikidata.org/entity/Q10491035,能高清水溪
http://www.wikidata.org/entity/Q11105934,林子溪
http://www.wikidata.org/entity/Q11119633,楓林溪
http://www.wikidata.org/entity/Q11152313,庄子內溪
http://www.wikidata.org/entity/Q11182039,𤩲瑪蘭坑溪
http://www.wikidata.org/entity/Q5101032,景美溪
http://www.wikidata.org/entity/Q19854136,龍泉溪
http://www.wikidata.org/entity/Q7967982,萬里溪
http://www.wikidata.org/entity/Q9389514,佳平溪
http://www.wikidata.org/entity/Q9405733,內溝溪
http://www.wikidata.org/entity/Q15920985,美濃溪
http://www.wikidata.org/entity/Q15927554,老田寮溪
http://www.wikidata.org/entity/Q10382626,洲子尾溝
http://www.wikidata.org/entity/Q10566543,馬里闊丸溪
http://www.wikidata.org/entity/Q11140544,沙灣溪
http://www.wikidata.org/entity/Q11176974,黃高溪
http://www.wikidata.org/entity/Q5271371,典寶溪
http://www.wikidata.org/entity/Q20064015,萬年溪
http://www.wikidata.org/entity/Q9695332,土庫溪
http://www.wikidata.org/entity/Q15938499,頭汴坑溪
http://www.wikidata.org/entity/Q11150915,海水川溪
http://www.wikidata.org/entity/Q15903761,綠川
http://www.wikidata.org/entity/Q57256,高屏溪
http://www.wikidata.org/entity/Q57377,旗山溪
http://www.wikidata.org/entity/Q697324,曾文溪
http://www.wikidata.org/entity/Q699075,八掌溪
http://www.wikidata.org/entity/Q5208125,烏溪
http://www.wikidata.org/entity/Q5295896,東港溪
http://www.wikidata.org/entity/Q475758,北港溪
http://www.wikidata.org/entity/Q6963739,南崁溪
http://www.wikidata.org/entity/Q699250,宜蘭河
http://www.wikidata.org/entity/Q708374,濁水溪
http://www.wikidata.org/entity/Q708461,蘭陽溪
http://www.wikidata.org/entity/Q708591,秀姑巒溪
http://www.wikidata.org/entity/Q9406204,內雙溝溪
http://www.wikidata.org/entity/Q9406262,內雙溪
http://www.wikidata.org/entity/Q9410506,八勢溪
http://www.wikidata.org/entity/Q10296269,後堀溪
http://www.wikidata.org/entity/Q10361458,楓樹腳溪
http://www.wikidata.org/entity/Q10461903,米粉寮溪
http://www.wikidata.org/entity/Q10566711,高厝溪
http://www.wikidata.org/entity/Q3959849,水里溪
http://www.wikidata.org/entity/Q11174926,鹽港溪
http://www.wikidata.org/entity/Q11175140,鹿野溪
http://www.wikidata.org/entity/Q4693348,阿公店溪
http://www.wikidata.org/entity/Q4848687,白水溪
http://www.wikidata.org/entity/Q199378,新店溪
http://www.wikidata.org/entity/Q5120915,清水溪 (宜蘭縣)
http://www.wikidata.org/entity/Q5465035,鳳山溪
http://www.wikidata.org/entity/Q5614745,龜重溪
http://www.wikidata.org/entity/Q6487931,荖濃溪
http://www.wikidata.org/entity/Q707891,花蓮溪
http://www.wikidata.org/entity/Q708976,基隆河
http://www.wikidata.org/entity/Q8039221,武洛溪
http://www.wikidata.org/entity/Q15903785,瓦磘溝
http://www.wikidata.org/entity/Q15915429,龙头溪
http://www.wikidata.org/entity/Q15921248,西湖溪
http://www.wikidata.org/entity/Q15929455,虎尾溪
http://www.wikidata.org/entity/Q15941894,社子溪
http://www.wikidata.org/entity/Q15952725,油羅溪
http://www.wikidata.org/entity/Q9384833,二八張溝
http://www.wikidata.org/entity/Q9779959,塭子川
http://www.wikidata.org/entity/Q10401071,烏山頭溝
http://www.wikidata.org/entity/Q10443400,磺窟溪
http://www.wikidata.org/entity/Q11173760,鳳山溪
http://www.wikidata.org/entity/Q11119982,楠梓坑溪
http://www.wikidata.org/entity/Q11146444,津林溪
http://www.wikidata.org/entity/Q11175608,麻園頭溪
http://www.wikidata.org/entity/Q11180116,鼻頭溪
http://www.wikidata.org/entity/Q15915338,西溪
http://www.wikidata.org/entity/Q11109617,柳川
http://www.wikidata.org/entity/Q199374,大漢溪
http://www.wikidata.org/entity/Q6550302,林邊溪
http://www.wikidata.org/entity/Q6932233,木瓜溪
http://www.wikidata.org/entity/Q7967136,萬大溪
http://www.wikidata.org/entity/Q8007827,頭前溪
http://www.wikidata.org/entity/Q15901446,阿玉溪
http://www.wikidata.org/entity/Q15924958,馬武窟溪
http://www.wikidata.org/entity/Q15932642,草湖溪
http://www.wikidata.org/entity/Q15938168,港南濱海風景區
http://www.wikidata.org/entity/Q15940875,蘇澳溪
http://www.wikidata.org/entity/Q15946150,阿眉溪
http://www.wikidata.org/entity/Q15949604,汶水溪
http://www.wikidata.org/entity/Q9392660,保長坑溪
http://www.wikidata.org/entity/Q9476041,加走寮溪
http://www.wikidata.org/entity/Q9901591,大庄溪
http://www.wikidata.org/entity/Q3845177,貓羅溪
http://www.wikidata.org/entity/Q10567382,龍形溪
http://www.wikidata.org/entity/Q2420747,淡水河
http://www.wikidata.org/entity/Q11113632,桶後溪
http://www.wikidata.org/entity/Q11119649,楓港溪
http://www.wikidata.org/entity/Q11130033,水母溪
http://www.wikidata.org/entity/Q11182046,𩻸魚堀溪
http://www.wikidata.org/entity/Q6113198,德慶溪
http://www.wikidata.org/entity/Q278671,大安溪
http://www.wikidata.org/entity/Q699065,冬山河
http://www.wikidata.org/entity/Q8007924,鹽水溪
http://www.wikidata.org/entity/Q15907177,陳有蘭溪
http://www.wikidata.org/entity/Q15913918,舊旱溪
http://www.wikidata.org/entity/Q15915309,小西溪
http://www.wikidata.org/entity/Q15925317,清水溪 (南投縣)
http://www.wikidata.org/entity/Q10395799,湳仔溝
http://www.wikidata.org/entity/Q10440760,石角溪 (臺北市)
http://www.wikidata.org/entity/Q10498196,艋舺溪
http://www.wikidata.org/entity/Q10567072,鹽寮溪
http://www.wikidata.org/entity/Q11130686,水連溪
http://www.wikidata.org/entity/Q11174994,鹿寮溪 (臺東縣)
http://www.wikidata.org/entity/Q4697063,隘寮溪
http://www.wikidata.org/entity/Q11598263,立霧溪
http://www.wikidata.org/entity/Q3637532,北勢溪
http://www.wikidata.org/entity/Q7504436,雙溪
http://www.wikidata.org/entity/Q7675688,大湖口溪
http://www.wikidata.org/entity/Q8007897,急水溪
http://www.wikidata.org/entity/Q15902373,筏子溪
http://www.wikidata.org/entity/Q15926827,竹溪 (臺南市)
http://www.wikidata.org/entity/Q9384095,中原溝
http://www.wikidata.org/entity/Q9517717,南勢角溪
http://www.wikidata.org/entity/Q3830053,樂樂溪
http://www.wikidata.org/entity/Q11122285,橫溪
http://www.wikidata.org/entity/Q667308,南勢溪
http://www.wikidata.org/entity/Q699259,卑南溪
http://www.wikidata.org/entity/Q700777,二仁溪
http://www.wikidata.org/entity/Q714246,大甲溪
http://www.wikidata.org/entity/Q7416346,三疊溪
http://www.wikidata.org/entity/Q21041593,埔心溪
http://www.wikidata.org/entity/Q32169995,Q32169995
http://www.wikidata.org/entity/Q32230804,Q32230804
http://www.wikidata.org/entity/Q32286255,Q32286255
http://www.wikidata.org/entity/Q32433839,Q32433839
http://www.wikidata.org/entity/Q32475105,Q32475105
http://www.wikidata.org/entity/Q32475274,Q32475274
http://www.wikidata.org/entity/Q32475444,Q32475444
http://www.wikidata.org/entity/Q32475475,Q32475475
http://www.wikidata.org/entity/Q32475494,Q32475494
http://www.wikidata.org/entity/Q32585748,Q32585748
http://www.wikidata.org/entity/Q32471485,八掌溪
http://www.wikidata.org/entity/Q32475111,北溪
http://www.wikidata.org/entity/Q24837641,福德坑溪
http://www.wikidata.org/entity/Q32172819,隘寮南溪
http://www.wikidata.org/entity/Q32208910,阿里山溪
http://www.wikidata.org/entity/Q32230338,鞍馬溪
http://www.wikidata.org/entity/Q32301269,八邊溪
http://www.wikidata.org/entity/Q32307128,八卦力溪
http://www.wikidata.org/entity/Q32307135,八卦力溪
http://www.wikidata.org/entity/Q32429784,八甲溪
http://www.wikidata.org/entity/Q32446992,保養溪
http://www.wikidata.org/entity/Q32475258,北坑
http://www.wikidata.org/entity/Q32475263,北坑
http://www.wikidata.org/entity/Q32475489,北勢坑
http://www.wikidata.org/entity/Q32579889,財主溪
http://www.wikidata.org/entity/Q21041594,塔羅灣溪
http://www.wikidata.org/entity/Q21041642,清水溪
http://www.wikidata.org/entity/Q21041643,清水溪
http://www.wikidata.org/entity/Q32475192,北港溪
http://www.wikidata.org/entity/Q32475201,北港溪
http://www.wikidata.org/entity/Q32475205,北港溪
http://www.wikidata.org/entity/Q32168745,阿公店溪
http://www.wikidata.org/entity/Q32222650,阿眉溪
http://www.wikidata.org/entity/Q32222661,阿眉溪
http://www.wikidata.org/entity/Q32298262,阿玉溪
http://www.wikidata.org/entity/Q32561252,埔心溪
http://www.wikidata.org/entity/Q32230316,安來溪
http://www.wikidata.org/entity/Q32300855,巴巴那斑溪
http://www.wikidata.org/entity/Q32429683,百字坑溪
http://www.wikidata.org/entity/Q32442517,邦腹溪
http://www.wikidata.org/entity/Q32493990,碧綠溪
http://www.wikidata.org/entity/Q32502254,博博猶溪
http://www.wikidata.org/entity/Q32561631,布由巒溪
http://www.wikidata.org/entity/Q21041641,清水溝溪
http://www.wikidata.org/entity/Q24840814,牛角灣溪
http://www.wikidata.org/entity/Q32172801,隘寮北溪
http://www.wikidata.org/entity/Q32208856,阿里磅溪
http://www.wikidata.org/entity/Q32222672,阿美仔坑
http://www.wikidata.org/entity/Q32446698,寳斗溪
http://www.wikidata.org/entity/Q32470735,巴油溪
http://www.wikidata.org/entity/Q32475318,北寮坑溪
http://www.wikidata.org/entity/Q32475465,北勢溪
http://www.wikidata.org/entity/Q32475470,北勢溪
http://www.wikidata.org/entity/Q32475480,北勢溪
http://www.wikidata.org/entity/Q32480166,崩坪坑
http://www.wikidata.org/entity/Q32492395,碧湖溪
http://www.wikidata.org/entity/Q32560652,埔頭溪
http://www.wikidata.org/entity/Q32579677,菜公坑溪
http://www.wikidata.org/entity/Q21041653,砂卡礑溪
http://www.wikidata.org/entity/Q21127227,力力溪
http://www.wikidata.org/entity/Q20688722,流麻溝
http://www.wikidata.org/entity/Q32475439,北山坑
http://www.wikidata.org/entity/Q32446754,寶來溪
http://www.wikidata.org/entity/Q32172836,隘寮溪
http://www.wikidata.org/entity/Q32172853,隘寮溪
http://www.wikidata.org/entity/Q32172870,隘寮溪
http://www.wikidata.org/entity/Q32205018,阿塱衛溪
http://www.wikidata.org/entity/Q32231947,澳花溪
http://www.wikidata.org/entity/Q32429459,白石溪
http://www.wikidata.org/entity/Q32429498,白樹腳溪
http://www.wikidata.org/entity/Q32433384,巴朗溪
http://www.wikidata.org/entity/Q32446398,班芝埔溪
http://www.wikidata.org/entity/Q32463060,巴賽溪
http://www.wikidata.org/entity/Q32475268,北坑溝
http://www.wikidata.org/entity/Q32475408,北麒麟溪
http://www.wikidata.org/entity/Q32475505,北勢寮溪
http://www.wikidata.org/entity/Q32489700,比阿庫透康溪
http://www.wikidata.org/entity/Q32561245,布蕭丸溪
http://www.wikidata.org/entity/Q32497754,筆石
http://www.wikidata.org/entity/Q32230555,安農溪
http://www.wikidata.org/entity/Q32172165,隘丁寮溪
http://www.wikidata.org/entity/Q32231538,安夜西溪
http://www.wikidata.org/entity/Q32309718,白不仔溪
http://www.wikidata.org/entity/Q32429428,白沙彌溪
http://www.wikidata.org/entity/Q32432347,芭拉溪
http://www.wikidata.org/entity/Q32432355,巴拉歐溪
http://www.wikidata.org/entity/Q32445675,半屏溪
http://www.wikidata.org/entity/Q32445683,半屏溪
http://www.wikidata.org/entity/Q32446691,寶典溪
http://www.wikidata.org/entity/Q32469377,拔西猴溪
http://www.wikidata.org/entity/Q32475449,北勢溪
http://www.wikidata.org/entity/Q32475460,北勢溪
http://www.wikidata.org/entity/Q32475499,北勢坑溪
http://www.wikidata.org/entity/Q32475520,北太麻里溪
http://www.wikidata.org/entity/Q32479642,本部溪
http://www.wikidata.org/entity/Q32491047,鱉溪
http://www.wikidata.org/entity/Q32493985,比魯溪
http://www.wikidata.org/entity/Q32547464,布拉布拉溪
http://www.wikidata.org/entity/Q21041621,東螺溪
http://www.wikidata.org/entity/Q21041637,洋仔厝溪
http://www.wikidata.org/entity/Q32171697,阿花來溪
http://www.wikidata.org/entity/Q32192133,矮山坑
http://www.wikidata.org/entity/Q32207046,阿冷坑溪
http://www.wikidata.org/entity/Q32227346,安達溪
http://www.wikidata.org/entity/Q32230747,安坡溪
http://www.wikidata.org/entity/Q32231158,安通溪
http://www.wikidata.org/entity/Q32230232,暗坑
http://www.wikidata.org/entity/Q32475284,北坑溪
http://www.wikidata.org/entity/Q32490809,碧旦溪
http://www.wikidata.org/entity/Q32511156,波浪溪
http://www.wikidata.org/entity/Q32541096,布布爾溪
http://www.wikidata.org/entity/Q32548164,不老溪
http://www.wikidata.org/entity/Q32579735,菜寮溪
http://www.wikidata.org/entity/Q32584617,蒼庫溪
http://www.wikidata.org/entity/Q21041670,舊虎尾溪
http://www.wikidata.org/entity/Q32475390,卑南大溪
http://www.wikidata.org/entity/Q32434633,八連溪
http://www.wikidata.org/entity/Q32208306,阿里不動溪
http://www.wikidata.org/entity/Q32230741,安平坑溪
http://www.wikidata.org/entity/Q32428764,白嶺溪
http://www.wikidata.org/entity/Q32435163,八里灣溪
http://www.wikidata.org/entity/Q32446640,包安溪
http://www.wikidata.org/entity/Q32446762,保力溪
http://www.wikidata.org/entity/Q32463482,吧沙加魯溪
http://www.wikidata.org/entity/Q32475279,北坑溪
http://www.wikidata.org/entity/Q32475403,北片坑
http://www.wikidata.org/entity/Q32475455,北势溪
http://www.wikidata.org/entity/Q32475510,北勢窩溪
http://www.wikidata.org/entity/Q32493555,比林溪
http://www.wikidata.org/entity/Q32493559,比林溪
http://www.wikidata.org/entity/Q32428891,白米溪
http://www.wikidata.org/entity/Q32434603,八里溪
http://www.wikidata.org/entity/Q32445131,半嶺溪
http://www.wikidata.org/entity/Q32446770,寶里苦溪
http://www.wikidata.org/entity/Q32471560,拔子溪
http://www.wikidata.org/entity/Q32475173,北底溪
http://www.wikidata.org/entity/Q32475227,北溝溪
http://www.wikidata.org/entity/Q32480171,崩山溪
http://www.wikidata.org/entity/Q32547875,補拉米溪
http://www.wikidata.org/entity/Q32552854,埔羌溪
http://www.wikidata.org/entity/Q32560164,布唐布那斯溪
http://www.wikidata.org/entity/Q32560173,布唐布瓦那斯東溪
http://www.wikidata.org/entity/Q32579709,彩虹溪
http://www.wikidata.org/entity/Q32718562,大路關寮溪
http://www.wikidata.org/entity/Q32718588,大羅蘭溪
http://www.wikidata.org/entity/Q32719252,達美漢溪
http://www.wikidata.org/entity/Q32719604,大目幹溪
http://www.wikidata.org/entity/Q32720091,丹大溪
http://www.wikidata.org/entity/Q32720748,大鳥溪
http://www.wikidata.org/entity/Q32721445,大坪溪
http://www.wikidata.org/entity/Q32723583,打鐵坑溪
http://www.wikidata.org/entity/Q32724574,大竹溪
http://www.wikidata.org/entity/Q32585805,草蘭溪
http://www.wikidata.org/entity/Q32585837,草人坑
http://www.wikidata.org/entity/Q32623342,柴頭溪
http://www.wikidata.org/entity/Q32636729,陳厝溪
http://www.wikidata.org/entity/Q32714237,大埔溪
http://www.wikidata.org/entity/Q32714684,大東河
http://www.wikidata.org/entity/Q32715982,大湖底溪
http://www.wikidata.org/entity/Q32716494,大礁溪
http://www.wikidata.org/entity/Q32724369,大雪溪
http://www.wikidata.org/entity/Q32648590,重安溪
http://www.wikidata.org/entity/Q32713944,大北勢溪
http://www.wikidata.org/entity/Q32714247,大不岸溪
http://www.wikidata.org/entity/Q32714829,大豐溪
http://www.wikidata.org/entity/Q32718255,大流溪
http://www.wikidata.org/entity/Q32719897,大湳河
http://www.wikidata.org/entity/Q32720901,大牛林坑
http://www.wikidata.org/entity/Q32724279,大窩坑
http://www.wikidata.org/entity/Q32585797,Q32585797
http://www.wikidata.org/entity/Q32630024,Q32630024
http://www.wikidata.org/entity/Q32647580,Q32647580
http://www.wikidata.org/entity/Q32710004,Q32710004
http://www.wikidata.org/entity/Q32710009,Q32710009
http://www.wikidata.org/entity/Q32714242,Q32714242
http://www.wikidata.org/entity/Q32714736,Q32714736
http://www.wikidata.org/entity/Q32716645,Q32716645
http://www.wikidata.org/entity/Q32716662,Q32716662
http://www.wikidata.org/entity/Q32716677,Q32716677
http://www.wikidata.org/entity/Q32716681,Q32716681
http://www.wikidata.org/entity/Q32716931,Q32716931
http://www.wikidata.org/entity/Q32718103,Q32718103
http://www.wikidata.org/entity/Q32719802,Q32719802
http://www.wikidata.org/entity/Q32721020,Q32721020
http://www.wikidata.org/entity/Q32721442,Q32721442
http://www.wikidata.org/entity/Q32721487,Q32721487
http://www.wikidata.org/entity/Q32724363,Q32724363
http://www.wikidata.org/entity/Q32724559,Q32724559
http://www.wikidata.org/entity/Q32714742,大肚溪
http://www.wikidata.org/entity/Q32715961,大湖溪
http://www.wikidata.org/entity/Q32715956,大湖溪
http://www.wikidata.org/entity/Q32623071,茶壺溪
http://www.wikidata.org/entity/Q32648611,重嶺溪
http://www.wikidata.org/entity/Q32649567,抽藤坑溪
http://www.wikidata.org/entity/Q32710014,粗坑
http://www.wikidata.org/entity/Q32713392,大溪
http://www.wikidata.org/entity/Q32714277,大埔美溪
http://www.wikidata.org/entity/Q32716650,大坑溝
http://www.wikidata.org/entity/Q32716656,大坑溪
http://www.wikidata.org/entity/Q32716667,大坑溪
http://www.wikidata.org/entity/Q32716672,大坑溪
http://www.wikidata.org/entity/Q32716686,大坑溪
http://www.wikidata.org/entity/Q32716691,大坑溪
http://www.wikidata.org/entity/Q32716696,大坑缺溪
http://www.wikidata.org/entity/Q32716939,大檜溪
http://www.wikidata.org/entity/Q32723702,大屯溪
http://www.wikidata.org/entity/Q32724583,大竹坑溪
http://www.wikidata.org/entity/Q32728224,得勝溝
http://www.wikidata.org/entity/Q32731533,電子坑
http://www.wikidata.org/entity/Q32731451,典寶溪
http://www.wikidata.org/entity/Q32724320,大武溪
http://www.wikidata.org/entity/Q32629395,長濱溪
http://www.wikidata.org/entity/Q32622344,茶茶牙頓溪
http://www.wikidata.org/entity/Q32643511,赤蘭溪
http://www.wikidata.org/entity/Q32643813,赤鹿坑溪
http://www.wikidata.org/entity/Q32650570,初見溪
http://www.wikidata.org/entity/Q32651388,椿谷溪
